,kommunenummer,RR,LL,UL
345,5433,0.00018185,9.30E-11,0.000506053
346,5434,0.000139545,8.32E-11,0.000464
347,5435,9.82E-05,1.22E-10,0.000432794
348,5436,0.014482382,4.06E-05,0.089195597
349,5437,0.000110671,7.67E-11,0.000389525
350,5438,0.000144905,7.70E-11,0.000451073
351,5439,0.000189702,1.14E-10,0.000597223
352,5440,0.000170051,1.12E-10,0.000540501
353,5441,9.61E-05,9.25E-11,0.000394397
354,5442,0.000134425,4.64E-11,0.000350303
355,5443,0.000131522,9.04E-11,0.000441331
356,5444,3.945921427,3.533573465,4.378531589
